Year, Month, Day,     Extent,    Missing
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km
1990,2,27,2.861,0
1990,2,28,2.899,0
1990,3,1,2.902,0
1990,3,2,2.931,0
1990,3,3,2.971,0
1990,3,4,3.018,0
1990,3,5,3.129,0
1990,3,6,3.148,0
1990,3,7,3.169,0
1990,3,8,3.21,0
1990,3,9,3.243,0
1990,3,10,3.343,0
1990,3,11,3.506,0
1990,3,12,3.556,0
1990,3,13,3.601,0
1990,3,14,3.703,0
1990,3,15,3.806,0
1990,3,16,3.913,0
1990,3,17,3.975,0
1990,3,18,4.033,0
1990,3,19,4.101,0
1990,3,20,4.212,0
1990,3,21,4.319,0
1990,3,22,4.45,0
1990,3,23,4.543,0
1990,3,24,4.671,0
1990,3,25,4.71,0
1990,3,26,4.838,0
1990,3,27,4.952,0
1990,3,28,5.062,0
1990,3,29,5.231,0
1990,3,30,5.285,0
1990,3,31,5.414,0
1990,4,1,5.571,0
1990,4,2,5.674,0
1990,4,3,5.824,0
1990,4,4,5.936,0
1990,4,5,6.052,0
1990,4,6,6.127,0
1990,4,7,6.2,0
1990,4,8,6.263,0
1990,4,9,6.314,0
1990,4,10,6.396,0
1990,4,11,6.529,0
1990,4,12,6.688,0
1990,4,13,6.755,0
1990,4,14,6.862,0
1990,4,15,6.944,0
1990,4,16,7.006,0
1990,4,17,7.106,0
1990,4,18,7.18,0
1990,4,19,7.323,0
1990,4,20,7.408,0
1990,4,21,7.458,0
1990,4,22,7.498,0
1990,4,23,7.691,0
1990,4,24,7.849,0
1990,4,25,8.037,0
1990,4,26,8.131,0
1990,4,27,8.239,0
1990,4,28,8.259,0
1990,4,29,8.313,0
1990,4,30,8.363,0
1990,5,1,8.357,0
1990,5,2,8.356,0
1990,5,3,8.401,0
1990,5,4,8.506,0
1990,5,5,8.61,0
1990,5,6,8.693,0
1990,5,7,8.821,0
1990,5,8,8.905,0
1990,5,9,8.953,0
1990,5,10,8.982,0
1990,5,11,9.072,0
1990,5,12,9.123,0
1990,5,13,9.272,0
1990,5,14,9.464,0
1990,5,15,9.568,0
1990,5,16,9.676,0
1990,5,17,9.708,0
1990,5,18,9.757,0
1990,5,19,9.894,0
1990,5,20,10.02,0
1990,5,21,10.225,0
1990,5,22,10.446,0
1990,5,23,10.509,0
1990,5,24,10.565,0
1990,5,25,10.678,0
1990,5,26,10.8,0
1990,5,27,10.979,0
1990,5,28,11.122,0
1990,5,29,11.133,0
1990,5,30,11.23,0
1990,5,31,11.354,0
1990,6,1,11.495,0
1990,6,2,11.669,0
1990,6,3,11.763,0
1990,6,4,11.825,0
1990,6,5,11.913,0
1990,6,6,12.057,0
1990,6,7,12.181,0
1990,6,8,12.239,0
1990,6,9,12.28,0
1990,6,10,12.339,0
1990,6,11,12.458,0
1990,6,12,12.599,0
1990,6,13,12.767,0
1990,6,14,12.865,0
1990,6,15,13.033,0
1990,6,16,13.247,0
1990,6,17,13.409,0
1990,6,18,13.5,0
1990,6,19,13.629,0
1990,6,20,13.77,0
1990,6,21,13.889,0
1990,6,22,13.974,0
1990,6,23,14.013,0
1990,6,24,14.097,0
1990,6,25,14.117,0
1990,6,26,14.231,0
1990,6,27,14.224,0
1990,6,28,14.237,0
1990,6,29,14.289,0
1990,6,30,14.378,0
1990,7,1,14.469,0
1990,7,2,14.553,0
1990,7,3,14.604,0
1990,7,4,14.75,0
1990,7,5,14.777,0
1990,7,6,14.792,0
1990,7,7,14.836,0
1990,7,8,14.877,0
1990,7,9,14.909,0
1990,7,10,15.03,0
1990,7,11,15.106,0
1990,7,12,15.276,0
1990,7,13,15.351,0
1990,7,14,15.428,0
1990,7,15,15.453,0
1990,7,16,15.503,0
1990,7,17,15.601,0
1990,7,18,15.694,0
1990,7,19,15.75,0
1990,7,20,15.933,0
1990,7,21,15.99,0
1990,7,22,16.117,0
1990,7,23,16.173,0
1990,7,24,16.213,0
1990,7,25,16.301,0
1990,7,26,16.341,0
1990,7,27,16.424,0
1990,7,28,16.488,0
1990,7,29,16.555,0
1990,7,30,16.675,0
1990,7,31,16.73,0
1990,8,1,16.776,0
1990,8,2,16.927,0
1990,8,3,17.006,0
1990,8,4,17.019,0
1990,8,5,17.098,0
1990,8,6,17.166,0
1990,8,7,17.273,0
1990,8,8,17.28,0
1990,8,9,17.385,0
1990,8,10,17.389,0
1990,8,11,17.322,0
1990,8,12,17.339,0
1990,8,13,17.454,0
1990,8,14,17.52,0
1990,8,15,17.571,0
1990,8,16,17.618,0
1990,8,17,17.651,0
1990,8,18,17.775,0
1990,8,19,17.819,0
1990,8,20,17.755,0
1990,8,21,17.766,0
1990,8,22,17.779,0
1990,8,23,17.761,0
1990,8,24,17.766,0
1990,8,25,17.839,0
1990,8,26,17.944,0
1990,8,27,17.993,0
1990,8,28,18.042,0
1990,8,29,18.15,0
1990,8,30,18.221,0
1990,8,31,18.187,0
1990,9,1,18.182,0
1990,9,2,18.21,0
1990,9,3,18.215,0
1990,9,4,18.247,0
1990,9,5,18.232,0
1990,9,6,18.236,0
1990,9,7,18.141,0
1990,9,8,18.116,0
1990,9,9,18.123,0
1990,9,10,18.07,0
1990,9,11,17.986,0
1990,9,12,18.014,0
1990,9,13,18.002,0
1990,9,14,18.06,0
1990,9,15,18.075,0
1990,9,16,18.081,0
1990,9,17,18.132,0
1990,9,18,18.26,0
1990,9,19,18.265,0
1990,9,20,18.201,0
1990,9,21,18.219,0
1990,9,22,18.233,0
1990,9,23,18.222,0
1990,9,24,18.265,0
1990,9,25,18.294,0
1990,9,26,18.303,0
1990,9,27,18.336,0
1990,9,28,18.324,0
1990,9,29,18.367,0
1990,9,30,18.379,0
1990,10,1,18.322,0
1990,10,2,18.291,0
1990,10,3,18.295,0
1990,10,4,18.199,0
1990,10,5,18.228,0
1990,10,6,18.207,0
1990,10,7,18.179,0
1990,10,8,18.255,0
1990,10,9,18.221,0
1990,10,10,18.256,0
1990,10,11,18.218,0
1990,10,12,18.197,0
1990,10,13,18.264,0
1990,10,14,18.146,0
1990,10,15,18.094,0
1990,10,16,18.071,0
1990,10,17,18.182,0
1990,10,18,18.127,0
1990,10,19,18.047,0
1990,10,20,18.002,0
1990,10,21,17.955,0
1990,10,22,17.807,0
1990,10,23,17.7,0
1990,10,24,17.656,0
1990,10,25,17.628,0
1990,10,26,17.564,0
1990,10,27,17.432,0
1990,10,28,17.301,0
1990,10,29,17.199,0
1990,10,30,17.19,0
1990,10,31,17.072,0
1990,11,1,17.005,0
1990,11,2,16.894,0
1990,11,3,16.811,0
1990,11,4,16.778,0
1990,11,5,16.672,0
1990,11,6,16.657,0
1990,11,7,16.589,0
1990,11,8,16.522,0
1990,11,9,16.45,0
1990,11,10,16.393,0
1990,11,11,16.317,0
1990,11,12,16.257,0
1990,11,13,16.072,0
1990,11,14,15.925,0
1990,11,15,15.908,0
1990,11,16,15.773,0
1990,11,17,15.63,0
1990,11,18,15.434,0
1990,11,19,15.239,0
1990,11,20,15.111,0
1990,11,21,14.881,0
1990,11,22,14.688,0
1990,11,23,14.474,0
1990,11,24,14.262,0
1990,11,25,14.041,0
1990,11,26,13.833,0
1990,11,27,13.657,0
1990,11,28,13.452,0
1990,11,29,13.264,0
1990,11,30,13.06,0
1990,12,1,12.892,0
1990,12,2,12.715,0
1990,12,3,12.546,0
1990,12,4,12.374,0
1990,12,5,12.126,0
1990,12,6,11.939,0
1990,12,7,11.808,0
1990,12,8,11.581,0
1990,12,9,11.4,0
1990,12,10,11.248,0
1990,12,11,10.999,0
1990,12,12,10.725,0
1990,12,13,10.548,0
1990,12,14,10.284,0
1990,12,15,9.983,0
1990,12,16,9.671,0
1990,12,17,9.543,0
1990,12,18,9.391,0
1990,12,19,9.191,0
1990,12,20,8.988,0
1990,12,21,8.823,0
1990,12,22,8.701,0
1990,12,23,8.564,0
1990,12,24,8.375,0
1990,12,25,8.207,0
1990,12,26,8.061,0
1990,12,27,7.916,0
1990,12,28,7.815,0
1990,12,29,7.592,0
1990,12,30,7.35,0
1990,12,31,7.203,0
1991,1,1,7.095,0
1991,1,2,6.928,0
1991,1,3,6.795,0
1991,1,4,6.684,0
1991,1,5,6.519,0
1991,1,6,6.336,0
1991,1,7,6.216,0
1991,1,8,6.127,0
1991,1,9,5.993,0
1991,1,10,5.9,0
1991,1,11,5.73,0
1991,1,12,5.679,0
1991,1,13,5.525,0
1991,1,14,5.363,0
1991,1,15,5.215,0
1991,1,16,5.159,0
1991,1,17,5.154,0
1991,1,18,5.014,0
1991,1,19,4.905,0
1991,1,20,4.871,0
1991,1,21,4.743,0
1991,1,22,4.677,0
1991,1,23,4.595,0
1991,1,24,4.545,0
1991,1,25,4.471,0
1991,1,26,4.442,0
1991,1,27,4.316,0
1991,1,28,4.232,0
1991,1,29,4.177,0
1991,1,30,4.078,0
1991,1,31,4.002,0
1991,2,1,3.97,0
1991,2,2,3.907,0
1991,2,3,3.803,0
1991,2,4,3.768,0
1991,2,5,3.654,0
1991,2,6,3.497,0
1991,2,7,3.428,0
1991,2,8,3.408,0
1991,2,9,3.367,0
1991,2,10,3.304,0
1991,2,11,3.285,0
1991,2,12,3.235,0
1991,2,13,3.185,0
1991,2,14,3.124,0
1991,2,15,3.092,0
1991,2,16,3.093,0
1991,2,17,3.093,0
1991,2,18,3.105,0
1991,2,19,2.985,0
1991,2,20,2.887,0
1991,2,21,2.799,0
1991,2,22,2.765,0
1991,2,23,2.73,0
1991,2,24,2.704,0
1991,2,25,2.628,0
1991,2,26,2.563,0
1991,2,27,2.554,0
1991,2,28,2.578,0
1991,3,1,2.575,0
1991,3,2,2.595,0
1991,3,3,2.631,0
1991,3,4,2.677,0
1991,3,5,2.686,0
1991,3,6,2.723,0
1991,3,7,2.748,0
1991,3,8,2.845,0
1991,3,9,2.911,0
1991,3,10,2.971,0
1991,3,11,3.051,0
1991,3,12,3.207,0
1991,3,13,3.273,0
1991,3,14,3.415,0
1991,3,15,3.571,0
1991,3,16,3.655,0
1991,3,17,3.733,0
1991,3,18,3.896,0
1991,3,19,4.056,0
1991,3,20,4.152,0
1991,3,21,4.3,0
1991,3,22,4.394,0
1991,3,23,4.558,0
1991,3,24,4.725,0
1991,3,25,4.913,0
1991,3,26,5.091,0
1991,3,27,5.139,0
1991,3,28,5.225,0
1991,3,29,5.329,0
1991,3,30,5.461,0
1991,3,31,5.506,0
1991,4,1,5.558,0
1991,4,2,5.668,0
1991,4,3,5.818,0
1991,4,4,5.954,0
1991,4,5,6.045,0
1991,4,6,6.14,0
1991,4,7,6.223,0
1991,4,8,6.334,0
1991,4,9,6.554,0
1991,4,10,6.591,0
1991,4,11,6.675,0
1991,4,12,6.74,0
1991,4,13,6.864,0
1991,4,14,6.991,0
1991,4,15,7.067,0
1991,4,16,7.085,0
1991,4,17,7.153,0
1991,4,18,7.269,0
1991,4,19,7.36,0
1991,4,20,7.421,0
1991,4,21,7.562,0
1991,4,22,7.634,0
1991,4,23,7.695,0
1991,4,24,7.829,0
1991,4,25,7.924,0
1991,4,26,8.009,0
1991,4,27,8.153,0
1991,4,28,8.307,0
1991,4,29,8.386,0
1991,4,30,8.595,0
1991,5,1,8.692,0
1991,5,2,8.844,0
1991,5,3,8.926,0
1991,5,4,9.023,0
1991,5,5,9.148,0
1991,5,6,9.24,0
1991,5,7,9.307,0
1991,5,8,9.412,0
1991,5,9,9.574,0
1991,5,10,9.681,0
1991,5,11,9.78,0
1991,5,12,9.964,0
1991,5,13,10.071,0
1991,5,14,10.165,0
1991,5,15,10.297,0
1991,5,16,10.436,0
1991,5,17,10.588,0
1991,5,18,10.652,0
1991,5,19,10.752,0
1991,5,20,10.79,0
1991,5,21,10.867,0
1991,5,22,10.897,0
1991,5,23,10.931,0
1991,5,24,11.026,0
1991,5,25,11.13,0
1991,5,26,11.206,0
1991,5,27,11.289,0
1991,5,28,11.346,0
1991,5,29,11.413,0
1991,5,30,11.542,0
1991,5,31,11.674,0
1991,6,1,11.697,0
1991,6,2,11.727,0
1991,6,3,11.866,0
1991,6,4,11.95,0
1991,6,5,12.119,0
1991,6,6,12.159,0
1991,6,7,12.29,0
1991,6,8,12.404,0
1991,6,9,12.592,0
1991,6,10,12.686,0
1991,6,11,12.825,0
1991,6,12,12.831,0
1991,6,13,12.886,0
1991,6,14,12.965,0
1991,6,15,13.07,0
1991,6,16,13.139,0
1991,6,17,13.18,0
1991,6,18,13.163,0
1991,6,19,13.29,0
1991,6,20,13.368,0
1991,6,21,13.522,0
1991,6,22,13.692,0
1991,6,23,13.773,0
1991,6,24,13.879,0
1991,6,25,14.006,0
1991,6,26,14.091,0
1991,6,27,14.154,0
1991,6,28,14.155,0
1991,6,29,14.223,0
1991,6,30,14.268,0
1991,7,1,14.418,0
1991,7,2,14.423,0
1991,7,3,14.452,0
1991,7,4,14.472,0
1991,7,5,14.599,0
1991,7,6,14.612,0
1991,7,7,14.705,0
1991,7,8,14.789,0
1991,7,9,14.858,0
1991,7,10,14.974,0
1991,7,11,15.011,0
1991,7,12,15.061,0
1991,7,13,15.122,0
1991,7,14,15.198,0
1991,7,15,15.329,0
1991,7,16,15.451,0
1991,7,17,15.546,0
1991,7,18,15.63,0
1991,7,19,15.826,0
1991,7,20,15.963,0
1991,7,21,16.158,0
1991,7,22,16.377,0
1991,7,23,16.446,0
1991,7,24,16.44,0
1991,7,25,16.463,0
1991,7,26,16.482,0
1991,7,27,16.562,0
1991,7,28,16.546,0
1991,7,29,16.632,0
1991,7,30,16.744,0
1991,7,31,16.774,0
1991,8,1,16.878,0
1991,8,2,16.99,0
1991,8,3,16.967,0
1991,8,4,17.031,0
1991,8,5,17.14,0
1991,8,6,17.243,0
1991,8,7,17.453,0
1991,8,8,17.543,0
1991,8,9,17.704,0
1991,8,10,17.815,0
1991,8,11,17.897,0
1991,8,12,17.864,0
1991,8,13,17.888,0
1991,8,14,17.926,0
1991,8,15,18.101,0
1991,8,16,18.038,0
1991,8,17,18.032,0
1991,8,18,17.901,0
1991,8,19,17.797,0
1991,8,20,17.783,0
1991,8,21,17.824,0
1991,8,22,17.925,0
1991,8,23,17.838,0
1991,8,24,17.781,0
1991,8,25,17.825,0
1991,8,26,17.855,0
1991,8,27,17.936,0
1991,8,28,17.988,0
1991,8,29,18.111,0
1991,8,30,18.153,0
1991,8,31,18.061,0
1991,9,1,17.969,0
1991,9,2,17.849,0
1991,9,3,17.853,0
1991,9,4,17.962,0
1991,9,5,17.908,0
1991,9,6,17.919,0
1991,9,7,18.141,0
1991,9,8,18.224,0
1991,9,9,18.242,0
1991,9,10,18.301,0
1991,9,11,18.303,0
1991,9,12,18.319,0
1991,9,13,18.292,0
1991,9,14,18.332,0
1991,9,15,18.322,0
1991,9,16,18.278,0
1991,9,17,18.264,0
1991,9,18,18.294,0
1991,9,19,18.366,0
1991,9,20,18.413,0
1991,9,21,18.473,0
1991,9,22,18.539,0
1991,9,23,18.523,0
1991,9,24,18.555,0
1991,9,25,18.525,0
1991,9,26,18.608,0
1991,9,27,18.661,0
1991,9,28,18.629,0
1991,9,29,18.643,0
1991,9,30,18.671,0
1991,10,1,18.554,0
1991,10,2,18.515,0
1991,10,3,18.481,0
1991,10,4,18.392,0
1991,10,5,18.32,0
1991,10,6,18.382,0
1991,10,7,18.466,0
1991,10,8,18.405,0
1991,10,9,18.484,0
1991,10,10,18.398,0
1991,10,11,18.319,0
1991,10,12,18.247,0
1991,10,13,18.218,0
1991,10,14,18.122,0
1991,10,15,18.161,0
1991,10,16,18.138,0
1991,10,17,18.046,0
1991,10,18,17.883,0
1991,10,19,17.691,0
1991,10,20,17.586,0
1991,10,21,17.591,0
1991,10,22,17.611,0
1991,10,23,17.497,0
1991,10,24,17.431,0
1991,10,25,17.473,0
1991,10,26,17.353,0
1991,10,27,17.216,0
1991,10,28,17.211,0
1991,10,29,17.094,0
1991,10,30,17.081,0
1991,10,31,17.07,0
1991,11,1,17.02,0
1991,11,2,16.971,0
1991,11,3,16.926,0
1991,11,4,16.881,0
1991,11,5,16.883,0
1991,11,6,16.728,0
1991,11,7,16.66,0
1991,11,8,16.549,0
1991,11,9,16.449,0
1991,11,10,16.382,0
1991,11,11,16.374,0
1991,11,12,16.219,0
1991,11,13,16.134,0
1991,11,14,15.931,0
1991,11,15,15.92,0
1991,11,16,15.806,0
1991,11,17,15.645,0
1991,11,18,15.399,0
1991,11,19,15.192,0
1991,11,20,15.006,0
1991,11,21,14.867,0
1991,11,22,14.756,0
1991,11,23,14.532,0
1991,11,24,14.427,0
1991,11,25,14.367,0
1991,11,26,14.188,0
1991,11,27,13.988,0
1991,11,28,13.887,0
1991,11,29,13.842,0
1991,11,30,13.577,0
1991,12,1,13.354,0
1991,12,2,13.211,0
1991,12,3,13.152,0
1991,12,4,12.938,0
1991,12,5,12.677,0
1991,12,6,12.519,0
1991,12,7,12.35,0
1991,12,8,12.132,0
1991,12,9,11.812,0
1991,12,10,11.544,0
1991,12,11,11.4,0
1991,12,12,11.113,0
1991,12,13,10.95,0
1991,12,14,10.781,0
1991,12,15,10.499,0
1991,12,16,10.28,0
1991,12,17,10.069,0
1991,12,18,9.668,0
1991,12,19,9.254,0
1991,12,20,9.153,0
1991,12,21,8.931,0
1991,12,22,8.67,0
1991,12,23,8.537,0
1991,12,24,8.347,0
1991,12,25,8.084,0
1991,12,26,7.898,0
1991,12,27,7.716,0
1991,12,28,7.611,0
1991,12,29,7.372,0
1991,12,30,7.111,0
1991,12,31,6.829,0
1992,1,1,6.656,0
1992,1,2,6.458,0
1992,1,3,6.278,0
1992,1,4,6.053,0
1992,1,5,5.963,0
1992,1,6,5.788,0
1992,1,7,5.702,0
1992,1,8,5.574,0
1992,1,9,5.354,0
1992,1,10,5.229,0
1992,1,11,5.089,0
1992,1,12,4.978,0
1992,1,13,4.872,0
1992,1,14,4.762,0
1992,1,15,4.698,0
1992,1,16,4.61,0
1992,1,17,4.493,0
1992,1,18,4.414,0
1992,1,19,4.279,0
1992,1,20,4.232,0
1992,1,21,4.219,0
1992,1,22,4.105,0
1992,1,23,3.975,0
1992,1,24,3.99,0
1992,1,25,3.833,0
1992,1,26,3.744,0
1992,1,27,3.687,0
1992,1,28,3.612,0
1992,1,29,3.576,0
1992,1,30,3.514,0
1992,1,31,3.478,0
1992,2,1,3.401,0
1992,2,2,3.37,0
1992,2,3,3.341,0
1992,2,4,3.275,0
1992,2,5,3.148,0
1992,2,6,3.141,0
1992,2,7,3.166,0
1992,2,8,3.074,0
1992,2,9,3.005,0
1992,2,10,2.952,0
1992,2,11,2.943,0
1992,2,12,2.906,0
1992,2,13,2.833,0
1992,2,14,2.811,0
1992,2,15,2.74,0
1992,2,16,2.725,0
1992,2,17,2.698,0
1992,2,18,2.62,0
1992,2,19,2.582,0
1992,2,20,2.567,0
1992,2,21,2.521,0
1992,2,22,2.512,0
1992,2,23,2.492,0
1992,2,24,2.551,0
1992,2,25,2.537,0
1992,2,26,2.522,0
1992,2,27,2.621,0
1992,2,28,2.634,0
1992,2,29,2.596,0
1992,3,1,2.659,0
1992,3,2,2.759,0
1992,3,3,2.822,0
1992,3,4,2.834,0
1992,3,5,2.828,0
1992,3,6,2.793,0
1992,3,7,2.878,0
1992,3,8,2.91,0
1992,3,9,2.926,0
1992,3,10,2.989,0
1992,3,11,3.043,0
1992,3,12,3.146,0
1992,3,13,3.227,0
1992,3,14,3.291,0
1992,3,15,3.402,0
1992,3,16,3.389,0
1992,3,17,3.449,0
1992,3,18,3.626,0
1992,3,19,3.713,0
1992,3,20,3.798,0
1992,3,21,3.878,0
1992,3,22,3.948,0
1992,3,23,4.059,0
1992,3,24,4.212,0
1992,3,25,4.342,0
1992,3,26,4.423,0
1992,3,27,4.495,0
1992,3,28,4.581,0
1992,3,29,4.656,0
1992,3,30,4.782,0
1992,3,31,4.914,0
1992,4,1,5.061,0
1992,4,2,5.187,0
1992,4,3,5.3,0
1992,4,4,5.482,0
1992,4,5,5.611,0
1992,4,6,5.777,0
1992,4,7,5.946,0
1992,4,8,6.038,0
1992,4,9,6.149,0
1992,4,10,6.291,0
1992,4,11,6.353,0
1992,4,12,6.477,0
1992,4,13,6.61,0
1992,4,14,6.687,0
1992,4,15,6.789,0
1992,4,16,6.889,0
1992,4,17,6.959,0
1992,4,18,7.117,0
1992,4,19,7.202,0
1992,4,20,7.229,0
1992,4,21,7.324,0
1992,4,22,7.453,0
1992,4,23,7.573,0
1992,4,24,7.683,0
1992,4,25,7.821,0
1992,4,26,7.919,0
1992,4,27,8.063,0
1992,4,28,8.2,0
1992,4,29,8.272,0
1992,4,30,8.361,0
1992,5,1,8.507,0
1992,5,2,8.592,0
1992,5,3,8.633,0
1992,5,4,8.749,0
1992,5,5,8.865,0
1992,5,6,8.953,0
1992,5,7,9.015,0
1992,5,8,9.146,0
1992,5,9,9.227,0
1992,5,10,9.29,0
1992,5,11,9.369,0
1992,5,12,9.464,0
1992,5,13,9.619,0
1992,5,14,9.773,0
1992,5,15,9.862,0
1992,5,16,9.959,0
1992,5,17,10.097,0
1992,5,18,10.228,0
1992,5,19,10.386,0
1992,5,20,10.457,0
1992,5,21,10.567,0
1992,5,22,10.637,0
1992,5,23,10.623,0
1992,5,24,10.648,0
1992,5,25,10.773,0
1992,5,26,10.808,0
1992,5,27,10.878,0
1992,5,28,11.01,0
1992,5,29,11.068,0
1992,5,30,11.137,0
1992,5,31,11.328,0
1992,6,1,11.426,0
1992,6,2,11.518,0
1992,6,3,11.568,0
1992,6,4,11.651,0
1992,6,5,11.819,0
1992,6,6,11.905,0
1992,6,7,11.969,0
1992,6,8,11.998,0
1992,6,9,12.094,0
1992,6,10,12.219,0
1992,6,11,12.29,0
1992,6,12,12.437,0
1992,6,13,12.521,0
1992,6,14,12.7,0
1992,6,15,12.765,0
1992,6,16,12.841,0
1992,6,17,12.881,0
1992,6,18,13.092,0
1992,6,19,13.221,0
1992,6,20,13.255,0
1992,6,21,13.2,0
1992,6,22,13.269,0
1992,6,23,13.467,0
1992,6,24,13.607,0
1992,6,25,13.697,0
1992,6,26,13.922,0
1992,6,27,14.072,0
1992,6,28,14.209,0
1992,6,29,14.284,0
1992,6,30,14.358,0
1992,7,1,14.53,0
1992,7,2,14.474,0
1992,7,3,14.489,0
1992,7,4,14.6,0
1992,7,5,14.728,0
1992,7,6,14.755,0
1992,7,7,14.93,0
1992,7,8,15.232,0
1992,7,9,15.376,0
1992,7,10,15.431,0
1992,7,11,15.586,0
1992,7,12,15.709,0
1992,7,13,15.795,0
1992,7,14,15.799,0
1992,7,15,15.912,0
1992,7,16,16.023,0
1992,7,17,16.031,0
1992,7,18,16.129,0
1992,7,19,16.219,0
1992,7,20,16.31,0
1992,7,21,16.455,0
1992,7,22,16.516,0
1992,7,23,16.571,0
1992,7,24,16.672,0
1992,7,25,16.671,0
1992,7,26,16.82,0
1992,7,27,16.931,0
1992,7,28,17.027,0
1992,7,29,17.037,0
1992,7,30,16.987,0
1992,7,31,16.982,0
1992,8,1,17.01,0
1992,8,2,17.069,0
1992,8,3,17.156,0
1992,8,4,17.31,0
1992,8,5,17.35,0
1992,8,6,17.443,0
1992,8,7,17.446,0
1992,8,8,17.49,0
1992,8,9,17.554,0
1992,8,10,17.587,0
1992,8,11,17.532,0
1992,8,12,17.582,0
1992,8,13,17.66,0
1992,8,14,17.706,0
1992,8,15,17.801,0
1992,8,16,17.929,0
1992,8,17,17.873,0
1992,8,18,17.835,0
1992,8,19,17.833,0
1992,8,20,17.902,0
1992,8,21,17.977,0
1992,8,22,18.05,0
1992,8,23,18.067,0
1992,8,24,18.07,0
1992,8,25,18.126,0
1992,8,26,18.135,0
1992,8,27,18.021,0
1992,8,28,17.985,0
1992,8,29,17.987,0
1992,8,30,18.009,0
1992,8,31,18.043,0
1992,9,1,18.072,0
1992,9,2,18.138,0
1992,9,3,18.156,0
1992,9,4,18.195,0
1992,9,5,18.19,0
1992,9,6,18.311,0
1992,9,7,18.319,0
1992,9,8,18.355,0
1992,9,9,18.359,0
1992,9,10,18.395,0
1992,9,11,18.467,0
1992,9,12,18.43,0
1992,9,13,18.384,0
1992,9,14,18.458,0
1992,9,15,18.302,0
1992,9,16,18.205,0
1992,9,17,18.137,0
1992,9,18,17.977,0
1992,9,19,17.851,0
1992,9,20,17.927,0
1992,9,21,18.063,0
1992,9,22,18.047,0
1992,9,23,17.97,0
1992,9,24,17.998,0
1992,9,25,17.983,0
1992,9,26,17.897,0
1992,9,27,17.975,0
1992,9,28,17.934,0
1992,9,29,17.936,0
1992,9,30,17.985,0
1992,10,1,17.939,0
1992,10,2,18.069,0
1992,10,3,18.136,0
1992,10,4,18.121,0
1992,10,5,18.117,0
1992,10,6,18.114,0
1992,10,7,18.183,0
1992,10,8,18.209,0
1992,10,9,18.147,0
1992,10,10,18.098,0
1992,10,11,18.107,0
1992,10,12,18.155,0
1992,10,13,18.175,0
1992,10,14,18.228,0
1992,10,15,18.206,0
1992,10,16,18.143,0
1992,10,17,18.018,0
1992,10,18,18.015,0
1992,10,19,17.977,0
1992,10,20,17.926,0
1992,10,21,17.875,0
1992,10,22,17.84,0
1992,10,23,17.825,0
1992,10,24,17.774,0
1992,10,25,17.685,0
1992,10,26,17.648,0
1992,10,27,17.612,0
1992,10,28,17.52,0
1992,10,29,17.481,0
1992,10,30,17.374,0
1992,10,31,17.236,0
1992,11,1,17.168,0
1992,11,2,17.065,0
1992,11,3,17.057,0
1992,11,4,17.011,0
1992,11,5,16.991,0
1992,11,6,16.983,0
1992,11,7,16.941,0
1992,11,8,16.846,0
1992,11,9,16.777,0
1992,11,10,16.605,0
1992,11,11,16.515,0
1992,11,12,16.328,0
1992,11,13,16.192,0
1992,11,14,16.125,0
1992,11,15,16.159,0
1992,11,16,16.086,0
1992,11,17,16.032,0
1992,11,18,15.88,0
1992,11,19,15.79,0
1992,11,20,15.612,0
1992,11,21,15.297,0
1992,11,22,15.266,0
1992,11,23,15.068,0
1992,11,24,14.96,0
1992,11,25,14.842,0
1992,11,26,14.704,0
1992,11,27,14.465,0
1992,11,28,14.242,0
1992,11,29,14.005,0
1992,11,30,13.853,0
1992,12,1,13.689,0
1992,12,2,13.535,0
1992,12,3,13.266,0
1992,12,4,13.108,0
1992,12,5,12.854,0
1992,12,6,12.725,0
1992,12,7,12.515,0
1992,12,8,12.336,0
1992,12,9,12.146,0
1992,12,10,11.961,0
1992,12,11,11.71,0
1992,12,12,11.457,0
1992,12,13,11.168,0
1992,12,14,10.795,0
1992,12,15,10.485,0
1992,12,16,10.275,0
1992,12,17,10.015,0
1992,12,18,9.705,0
1992,12,19,9.452,0
1992,12,20,9.208,0
1992,12,21,8.949,0
1992,12,22,8.647,0
1992,12,23,8.439,0
1992,12,24,8.223,0
1992,12,25,7.928,0
1992,12,26,7.632,0
1992,12,27,7.345,0
1992,12,28,7.062,0
1992,12,29,6.772,0
1992,12,30,6.573,0
1992,12,31,6.403,0
1993,1,1,6.284,0
1993,1,2,6.079,0
1993,1,3,5.884,0
1993,1,4,5.721,0
1993,1,5,5.555,0
1993,1,6,5.439,0
1993,1,7,5.374,0
1993,1,8,5.227,0
1993,1,9,5.2,0
1993,1,10,4.965,0
1993,1,11,4.88,0
1993,1,12,4.788,0
1993,1,13,4.696,0
1993,1,14,4.547,0
1993,1,15,4.4,0
1993,1,16,4.3,0
1993,1,17,4.169,0
1993,1,18,4.075,0
1993,1,19,3.967,0
1993,1,20,3.86,0
1993,1,21,3.821,0
1993,1,22,3.698,0
1993,1,23,3.618,0
1993,1,24,3.486,0
1993,1,25,3.449,0
1993,1,26,3.436,0
1993,1,27,3.384,0
1993,1,28,3.261,0
1993,1,29,3.113,0
1993,1,30,3.055,0
1993,1,31,2.96,0
1993,2,1,2.963,0
1993,2,2,2.926,0
1993,2,3,2.815,0
